etype	eid	properties	linkedEntities
user	1350	{"twitterid":"335022991"}	
user	1351	{"twitterid":"218147728"}	
user	1352	{"twitterid":"45796241"}	
user	1353	{"twitterid":"260189074"}	
user	1354	{"twitterid":"80194452"}	
user	1355	{"twitterid":"35842970"}	
user	1356	{"twitterid":"31138287"}	
user	1357	{"twitterid":"107989917"}	
user	1358	{"twitterid":"417442723"}	
user	1359	{"twitterid":"33868708"}	
user	1360	{"twitterid":"76950684"}	
user	1361	{"twitterid":"31091627"}	
user	1362	{"twitterid":"29135346"}	
user	1363	{"twitterid":"36481966"}	
user	1364	{"twitterid":"312560560"}	
user	1365	{"twitterid":"94120882"}	
user	1366	{"twitterid":"116444083"}	
user	1367	{"twitterid":"286099273"}	
user	1368	{"twitterid":"171859103"}	
user	1369	{"twitterid":"235678654"}	
user	1370	{"twitterid":"146164671"}	
user	1371	{"twitterid":"257098169"}	
user	1372	{"twitterid":"228795360"}	
user	1373	{"twitterid":"252799939"}	
user	1374	{"twitterid":"15887307"}	
user	1375	{"twitterid":"55700429"}	
user	1376	{"twitterid":"46885838"}	
user	1377	{"twitterid":"178006991"}	
user	1378	{"twitterid":"24759250"}	
user	1379	{"twitterid":"15862741"}	
user	1380	{"twitterid":"379486411"}	
user	1381	{"twitterid":"19557335"}	
user	1382	{"twitterid":"196660184"}	
user	1383	{"twitterid":"18074586"}	
user	1384	{"twitterid":"23230287"}	
user	1385	{"twitterid":"243259640"}	
user	1386	{"twitterid":"29273055"}	
user	1387	{"twitterid":"456461283"}	
user	1388	{"twitterid":"19934180"}	
user	1389	{"twitterid":"149924837"}	
user	1390	{"twitterid":"152800233"}	
user	1391	{"twitterid":"70212685"}	
user	1392	{"twitterid":"248835059"}	
user	1393	{"twitterid":"255953908"}	
user	1394	{"twitterid":"413584374"}	
user	1395	{"twitterid":"52202487"}	
user	1396	{"twitterid":"367053817"}	
user	1397	{"twitterid":"54938619"}	
user	1398	{"twitterid":"154905596"}	
user	1399	{"twitterid":"86428670"}	
user	1400	{"twitterid":"359353344"}	
user	1401	{"twitterid":"104455348"}	
user	1402	{"twitterid":"5884932"}	
user	1403	{"twitterid":"25870849"}	
user	1404	{"twitterid":"53318588"}	
user	1405	{"twitterid":"32885770"}	
user	1406	{"twitterid":"221144919"}	
user	1407	{"twitterid":"8432652"}	
user	1408	{"twitterid":"104614930"}	
user	1409	{"twitterid":"240675859"}	
user	1410	{"twitterid":"60644690"}	
user	1411	{"twitterid":"69037812"}	
user	1412	{"twitterid":"64375830"}	
user	1413	{"twitterid":"328485911"}	
user	1414	{"twitterid":"16452632"}	
user	1415	{"twitterid":"195013659"}	
user	1416	{"twitterid":"249596957"}	
user	1417	{"twitterid":"154446878"}	
user	1418	{"twitterid":"154913823"}	
user	1419	{"twitterid":"29273120"}	
user	1420	{"twitterid":"157641765"}	
user	1421	{"twitterid":"68219465"}	
user	1422	{"twitterid":"15633447"}	
user	1423	{"twitterid":"372836188"}	
user	1424	{"twitterid":"56077354"}	
user	1425	{"twitterid":"339812871"}	
user	1426	{"twitterid":"247622700"}	
user	1427	{"twitterid":"268520493"}	
user	1428	{"twitterid":"477607773"}	
user	1429	{"twitterid":"374628872"}	
user	1430	{"twitterid":"30493747"}	
user	1431	{"twitterid":"15502389"}	
user	1432	{"twitterid":"26397750"}	
user	1433	{"twitterid":"25260553"}	
user	1434	{"twitterid":"11693112"}	
user	1435	{"twitterid":"333458489"}	
user	1436	{"twitterid":"451218491"}	
user	1437	{"twitterid":"117541952"}	
user	1438	{"twitterid":"136580163"}	
user	1439	{"twitterid":"38161478"}	
user	1440	{"twitterid":"39300167"}	
user	1441	{"twitterid":"58125386"}	
user	1442	{"twitterid":"117337163"}	
user	1443	{"twitterid":"951692364"}	
user	1444	{"twitterid":"282130607"}	
user	1445	{"twitterid":"7179342"}	
user	1446	{"twitterid":"340798543"}	
user	1447	{"twitterid":"40650974"}	
user	1448	{"twitterid":"14830673"}	
user	1449	{"twitterid":"19115090"}	
user	1450	{"twitterid":"228887635"}	
user	1451	{"twitterid":"27733076"}	
user	1452	{"twitterid":"43560021"}	
user	1453	{"twitterid":"35023958"}	
user	1454	{"twitterid":"48680121"}	
user	1455	{"twitterid":"261254233"}	
user	1456	{"twitterid":"112847962"}	
user	1457	{"twitterid":"101018717"}	
user	1458	{"twitterid":"44911710"}	
user	1459	{"twitterid":"81562719"}	
user	1460	{"twitterid":"361798106"}	
user	1461	{"twitterid":"131714146"}	
user	1462	{"twitterid":"241929316"}	
user	1463	{"twitterid":"21621863"}	
user	1464	{"twitterid":"177630312"}	
user	1465	{"twitterid":"17804393"}	
user	1466	{"twitterid":"119565418"}	
user	1467	{"twitterid":"70899559"}	
user	1468	{"twitterid":"313248957"}	
user	1469	{"twitterid":"999664752"}	
user	1470	{"twitterid":"17181812"}	
user	1471	{"twitterid":"83717237"}	
user	1472	{"twitterid":"134106266"}	
user	1473	{"twitterid":"456641315"}	
user	1474	{"twitterid":"146746491"}	
user	1475	{"twitterid":"412338026"}	
user	1476	{"twitterid":"194997375"}	
user	1477	{"twitterid":"39931011"}	
user	1478	{"twitterid":"208006281"}	
user	1479	{"twitterid":"465012589"}	
user	1480	{"twitterid":"47869075"}	
user	1481	{"twitterid":"146402455"}	
user	1482	{"twitterid":"250431917"}	
user	1483	{"twitterid":"12151962"}	
user	1484	{"twitterid":"38980985"}	
user	1485	{"twitterid":"64818332"}	
user	1486	{"twitterid":"22965407"}	
user	1487	{"twitterid":"177523872"}	
user	1488	{"twitterid":"104295586"}	
user	1489	{"twitterid":"88079558"}	
user	1490	{"twitterid":"314862763"}	
user	1491	{"twitterid":"225551697"}	
user	1492	{"twitterid":"21470408"}	
user	1493	{"twitterid":"384458435"}	
user	1494	{"twitterid":"22498484"}	
user	1495	{"twitterid":"427109559"}	
user	1496	{"twitterid":"23432377"}	
user	1497	{"twitterid":"11119802"}	
user	1498	{"twitterid":"88009915"}	
user	1499	{"twitterid":"52415676"}	
user	1500	{"twitterid":"179915965"}	
user	1501	{"twitterid":"492915903"}	
user	1502	{"twitterid":"19369152"}	
user	1503	{"twitterid":"255192257"}	
user	1504	{"twitterid":"15731907"}	
user	1505	{"twitterid":"33303748"}	
user	1506	{"twitterid":"27704125"}	
user	1507	{"twitterid":"181603529"}	
user	1508	{"twitterid":"99306698"}	
user	1509	{"twitterid":"37743820"}	
user	1510	{"twitterid":"248705570"}	
user	1511	{"twitterid":"239938766"}	
user	1512	{"twitterid":"221998292"}	
user	1513	{"twitterid":"434203862"}	
user	1514	{"twitterid":"489131225"}	
user	1515	{"twitterid":"28298458"}	
user	1516	{"twitterid":"1196870875"}	
user	1517	{"twitterid":"211561695"}	
user	1518	{"twitterid":"28077280"}	
user	1519	{"twitterid":"107089923"}	
user	1520	{"twitterid":"359959782"}	
user	1521	{"twitterid":"351366378"}	
user	1522	{"twitterid":"31441447"}	
user	1523	{"twitterid":"18337007"}	
user	1524	{"twitterid":"98987249"}	
user	1525	{"twitterid":"14847218"}	
user	1526	{"twitterid":"282561781"}	
user	1527	{"twitterid":"15411777"}	
user	1528	{"twitterid":"433966331"}	
user	1529	{"twitterid":"15150333"}	
user	1530	{"twitterid":"64687359"}	
user	1531	{"twitterid":"251972864"}	
user	1532	{"twitterid":"179203332"}	
user	1533	{"twitterid":"102419718"}	
user	1534	{"twitterid":"37504161"}	
user	1535	{"twitterid":"78073099"}	
user	1536	{"twitterid":"575491340"}	
user	1537	{"twitterid":"65730878"}	
user	1538	{"twitterid":"286182679"}	
user	1539	{"twitterid":"30280984"}	
user	1540	{"twitterid":"91761945"}	
user	1541	{"twitterid":"60960027"}	
user	1542	{"twitterid":"113208604"}	
user	1543	{"twitterid":"106518406"}	
user	1544	{"twitterid":"583893820"}	
user	1545	{"twitterid":"54969543"}	
user	1546	{"twitterid":"41397545"}	
user	1547	{"twitterid":"22498604"}	
user	1548	{"twitterid":"128560429"}	
user	1549	{"twitterid":"78335280"}	
user	1550	{"twitterid":"8170802"}	
user	1551	{"twitterid":"300911923"}	
user	1552	{"twitterid":"18214196"}	
user	1553	{"twitterid":"390361652"}	
user	1554	{"twitterid":"46452026"}	
user	1555	{"twitterid":"265547067"}	
user	1556	{"twitterid":"70069564"}	
user	1557	{"twitterid":"100511038"}	
user	1558	{"twitterid":"55692609"}	
user	1559	{"twitterid":"319868230"}	
user	1560	{"twitterid":"164253003"}	
user	1561	{"twitterid":"146197836"}	
user	1562	{"twitterid":"20319565"}	
user	1563	{"twitterid":"20604468"}	
user	1564	{"twitterid":"312626515"}	
user	1565	{"twitterid":"51850581"}	
user	1566	{"twitterid":"92458326"}	
user	1567	{"twitterid":"396528984"}	
user	1568	{"twitterid":"562608329"}	
user	1569	{"twitterid":"330616155"}	
user	1570	{"twitterid":"112807260"}	
user	1571	{"twitterid":"37871602"}	
user	1572	{"twitterid":"18679988"}	
user	1573	{"twitterid":"106794214"}	
user	1574	{"twitterid":"630574445"}	
user	1575	{"twitterid":"23694702"}	
user	1576	{"twitterid":"271962685"}	
user	1577	{"twitterid":"63985073"}	
user	1578	{"twitterid":"69807616"}	
user	1579	{"twitterid":"242339191"}	
user	1580	{"twitterid":"306187641"}	
user	1581	{"twitterid":"398877247"}	
user	1582	{"twitterid":"135283877"}	
user	1583	{"twitterid":"113716613"}	
user	1584	{"twitterid":"392588678"}	
user	1585	{"twitterid":"256871815"}	
user	1586	{"twitterid":"318705036"}	
user	1587	{"twitterid":"233688463"}	
user	1588	{"twitterid":"35465389"}	
user	1589	{"twitterid":"14978450"}	
user	1590	{"twitterid":"44387732"}	
user	1591	{"twitterid":"1195433756"}	
user	1592	{"twitterid":"34639256"}	
user	1593	{"twitterid":"320671129"}	
user	1594	{"twitterid":"425671919"}	
user	1595	{"twitterid":"110734748"}	
user	1596	{"twitterid":"378391966"}	
user	1597	{"twitterid":"19221920"}	
user	1598	{"twitterid":"41659811"}	
user	1599	{"twitterid":"439102885"}	
user	1600	{"twitterid":"146320806"}	
user	1601	{"twitterid":"10472872"}	
user	1602	{"twitterid":"215584173"}	
user	1603	{"twitterid":"58819320"}	
user	1604	{"twitterid":"109272307"}	
user	1605	{"twitterid":"216148074"}	
user	1606	{"twitterid":"38596022"}	
user	1607	{"twitterid":"256634295"}	
user	1608	{"twitterid":"42380731"}	
user	1609	{"twitterid":"20271015"}	
user	1610	{"twitterid":"60919233"}	
user	1611	{"twitterid":"25095836"}	
user	1612	{"twitterid":"633753027"}	
user	1613	{"twitterid":"46861768"}	
user	1614	{"twitterid":"51260874"}	
user	1615	{"twitterid":"348043170"}	
user	1616	{"twitterid":"143093203"}	
user	1617	{"twitterid":"240176596"}	
user	1618	{"twitterid":"17575382"}	
user	1619	{"twitterid":"3313111"}	
user	1620	{"twitterid":"49565145"}	
user	1621	{"twitterid":"15166939"}	
user	1622	{"twitterid":"103615965"}	
user	1623	{"twitterid":"202804702"}	
user	1624	{"twitterid":"82759135"}	
user	1625	{"twitterid":"226725115"}	
user	1626	{"twitterid":"244084196"}	
user	1627	{"twitterid":"268463589"}	
user	1628	{"twitterid":"51383783"}	
user	1629	{"twitterid":"8408552"}	
user	1630	{"twitterid":"25095658"}	
user	1631	{"twitterid":"34215847"}	
user	1632	{"twitterid":"55856620"}	
user	1633	{"twitterid":"252661230"}	
user	1634	{"twitterid":"799227133"}	
user	1635	{"twitterid":"395193842"}	
user	1636	{"twitterid":"221515251"}	
user	1637	{"twitterid":"68390388"}	
user	1638	{"twitterid":"33053950"}	
user	1639	{"twitterid":"474254840"}	
user	1640	{"twitterid":"59843156"}	
user	1641	{"twitterid":"17649149"}	
user	1642	{"twitterid":"51771786"}	
user	1643	{"twitterid":"12037632"}	
user	1644	{"twitterid":"627699204"}	
user	1645	{"twitterid":"279028310"}	
user	1646	{"twitterid":"59493897"}	
user	1647	{"twitterid":"14765578"}	
user	1648	{"twitterid":"258280974"}	
user	1649	{"twitterid":"379760144"}	
user	1650	{"twitterid":"230985233"}	
user	1651	{"twitterid":"62156308"}	
user	1652	{"twitterid":"44611502"}	
user	1653	{"twitterid":"353799702"}	
user	1654	{"twitterid":"179736087"}	
user	1655	{"twitterid":"22466072"}	
user	1656	{"twitterid":"102651455"}	
user	1657	{"twitterid":"300012471"}	
user	1658	{"twitterid":"161369628"}	
user	1659	{"twitterid":"362982942"}	
user	1660	{"twitterid":"55557381"}	
user	1661	{"twitterid":"45084192"}	
user	1662	{"twitterid":"58084897"}	
user	1663	{"twitterid":"14282275"}	
user	1664	{"twitterid":"86715941"}	
user	1665	{"twitterid":"149803612"}	
user	1666	{"twitterid":"384511530"}	
user	1667	{"twitterid":"445451821"}	
user	1668	{"twitterid":"83955246"}	
user	1669	{"twitterid":"99012143"}	
user	1670	{"twitterid":"208039472"}	
user	1671	{"twitterid":"80113201"}	
user	1672	{"twitterid":"76852786"}	
user	1673	{"twitterid":"86804858"}	
user	1674	{"twitterid":"486862390"}	
user	1675	{"twitterid":"14627423"}	
user	1676	{"twitterid":"1912381"}	
user	1677	{"twitterid":"41045567"}	
user	1678	{"twitterid":"64635476"}	
user	1679	{"twitterid":"245714498"}	
user	1680	{"twitterid":"81087755"}	
user	1681	{"twitterid":"15298116"}	
user	1682	{"twitterid":"740933"}	
user	1683	{"twitterid":"28323399"}	
user	1684	{"twitterid":"45051465"}	
user	1685	{"twitterid":"71741002"}	
user	1686	{"twitterid":"20213324"}	
user	1687	{"twitterid":"216916578"}	
user	1688	{"twitterid":"37367374"}	
user	1689	{"twitterid":"407457361"}	
user	1690	{"twitterid":"28520018"}	
user	1691	{"twitterid":"102280792"}	
user	1692	{"twitterid":"3796571"}	
user	1693	{"twitterid":"429002332"}	
user	1694	{"twitterid":"53784157"}	
user	1695	{"twitterid":"17264222"}	
user	1696	{"twitterid":"359050847"}	
user	1697	{"twitterid":"630378082"}	
user	1698	{"twitterid":"210174478"}	
user	1699	{"twitterid":"186420836"}	
user	1700	{"twitterid":"37178982"}	
user	1701	{"twitterid":"140634241"}	
user	1702	{"twitterid":"57159274"}	
user	1703	{"twitterid":"113684075"}	
user	1704	{"twitterid":"136261231"}	
user	1705	{"twitterid":"5353072"}	
user	1706	{"twitterid":"78327059"}	
user	1707	{"twitterid":"167283184"}	
user	1708	{"twitterid":"422456955"}	
user	1709	{"twitterid":"22679164"}	
user	1710	{"twitterid":"64941695"}	
user	1711	{"twitterid":"260921280"}	
user	1712	{"twitterid":"282010219"}	
user	1713	{"twitterid":"269024534"}	
user	1714	{"twitterid":"390377094"}	
user	1715	{"twitterid":"454053511"}	
user	1716	{"twitterid":"15792884"}	
user	1717	{"twitterid":"18673289"}	
user	1718	{"twitterid":"175132301"}	
user	1719	{"twitterid":"20464430"}	
user	1720	{"twitterid":"8367762"}	
user	1721	{"twitterid":"29413015"}	
user	1722	{"twitterid":"190570356"}	
user	1723	{"twitterid":"6450842"}	
user	1724	{"twitterid":"158559900"}	
user	1725	{"twitterid":"581668510"}	
user	1726	{"twitterid":"16150179"}	
user	1727	{"twitterid":"547685283"}	
user	1728	{"twitterid":"26160805"}	
user	1729	{"twitterid":"21499559"}	
user	1730	{"twitterid":"200470184"}	
user	1731	{"twitterid":"151489820"}	
user	1732	{"twitterid":"377540269"}	
user	1733	{"twitterid":"119017134"}	
user	1734	{"twitterid":"20033204"}	
user	1735	{"twitterid":"27684535"}	
user	1736	{"twitterid":"335228601"}	
user	1737	{"twitterid":"18878141"}	
user	1738	{"twitterid":"137260735"}	
user	1739	{"twitterid":"11824832"}	
user	1740	{"twitterid":"38702786"}	
user	1741	{"twitterid":"25628357"}	
user	1742	{"twitterid":"227184328"}	
user	1743	{"twitterid":"29675210"}	
user	1744	{"twitterid":"80514763"}	
user	1745	{"twitterid":"46345933"}	
user	1746	{"twitterid":"326995662"}	
user	1747	{"twitterid":"89632463"}	
user	1748	{"twitterid":"19082961"}	
user	1749	{"twitterid":"144629963"}	
user	1750	{"twitterid":"160984791"}	
user	1751	{"twitterid":"13111002"}	
user	1752	{"twitterid":"44576476"}	
user	1753	{"twitterid":"20549341"}	
user	1754	{"twitterid":"5557982"}	
user	1755	{"twitterid":"92577061"}	
user	1756	{"twitterid":"29971864"}	
user	1757	{"twitterid":"1053812688"}	
user	1758	{"twitterid":"400543458"}	
user	1759	{"twitterid":"480259811"}	
user	1760	{"twitterid":"38637284"}	
user	1761	{"twitterid":"1018760935"}	
user	1762	{"twitterid":"954420968"}	
user	1763	{"twitterid":"274190058"}	
user	1764	{"twitterid":"137383665"}	
user	1765	{"twitterid":"51089138"}	
user	1766	{"twitterid":"376450804"}	
user	1767	{"twitterid":"71667445"}	
user	1768	{"twitterid":"14479095"}	
user	1769	{"twitterid":"278513620"}	
user	1770	{"twitterid":"95694586"}	
user	1771	{"twitterid":"26300156"}	
user	1772	{"twitterid":"40271146"}	
user	1773	{"twitterid":"13209342"}	
user	1774	{"twitterid":"45821695"}	
user	1775	{"twitterid":"6606592"}	
user	1776	{"twitterid":"227910272"}	
user	1777	{"twitterid":"71261267"}	
user	1778	{"twitterid":"294612741"}	
user	1779	{"twitterid":"228896524"}	
user	1780	{"twitterid":"14806798"}	
user	1781	{"twitterid":"39071504"}	
user	1782	{"twitterid":"14520082"}	
user	1783	{"twitterid":"38375189"}	
user	1784	{"twitterid":"353382167"}	
user	1785	{"twitterid":"44855067"}	
user	1786	{"twitterid":"95760158"}	
user	1787	{"twitterid":"31444767"}	
user	1788	{"twitterid":"54947616"}	
user	1789	{"twitterid":"84004641"}	
user	1790	{"twitterid":"20819748"}	
user	1791	{"twitterid":"34565927"}	
user	1792	{"twitterid":"229802631"}	
user	1793	{"twitterid":"27840300"}	
user	1794	{"twitterid":"301010733"}	
user	1795	{"twitterid":"20440269"}	
user	1796	{"twitterid":"192795273"}	
user	1797	{"twitterid":"22389160"}	
user	1798	{"twitterid":"43998516"}	
user	1799	{"twitterid":"20393790"}	
user	1800	{"twitterid":"143167295"}	
user	1801	{"twitterid":"83849027"}	
user	1802	{"twitterid":"28479300"}	
user	1803	{"twitterid":"264367941"}	
user	1804	{"twitterid":"182079302"}	
user	1805	{"twitterid":"27103048"}	
user	1806	{"twitterid":"242822990"}	
user	1807	{"twitterid":"109198649"}	
user	1808	{"twitterid":"288999396"}	
user	1809	{"twitterid":"446902106"}	
user	1810	{"twitterid":"546232666"}	
user	1811	{"twitterid":"461995322"}	
user	1812	{"twitterid":"190730078"}	
user	1813	{"twitterid":"22335328"}	
user	1814	{"twitterid":"243163792"}	
user	1815	{"twitterid":"18419555"}	
user	1816	{"twitterid":"198807396"}	
user	1817	{"twitterid":"195096421"}	
user	1818	{"twitterid":"174083944"}	
user	1819	{"twitterid":"30879593"}	
user	1820	{"twitterid":"49528162"}	
user	1821	{"twitterid":"168300398"}	
user	1822	{"twitterid":"19657658"}	
user	1823	{"twitterid":"41365361"}	
user	1824	{"twitterid":"50835314"}	
user	1825	{"twitterid":"82112373"}	
user	1826	{"twitterid":"104967663"}	
user	1827	{"twitterid":"239275898"}	
user	1828	{"twitterid":"145223548"}	
user	1829	{"twitterid":"41185153"}	
user	1830	{"twitterid":"24465283"}	
user	1831	{"twitterid":"39722305"}	
user	1832	{"twitterid":"52383627"}	
user	1833	{"twitterid":"400420748"}	
user	1834	{"twitterid":"380383117"}	
user	1835	{"twitterid":"256307086"}	
user	1836	{"twitterid":"185872272"}	
user	1837	{"twitterid":"14815121"}	
user	1838	{"twitterid":"24555415"}	
user	1839	{"twitterid":"24350616"}	
user	1840	{"twitterid":"32621103"}	
user	1841	{"twitterid":"18452378"}	
user	1842	{"twitterid":"851963809"}	
user	1843	{"twitterid":"23544265"}	
user	1844	{"twitterid":"166266865"}	
user	1845	{"twitterid":"39325609"}	
user	1846	{"twitterid":"38580138"}	
user	1847	{"twitterid":"68181319"}	
user	1848	{"twitterid":"21925804"}	
user	1849	{"twitterid":"348442544"}	
user	1850	{"twitterid":"199225265"}	
user	1851	{"twitterid":"34672974"}	
user	1852	{"twitterid":"23934964"}	
user	1853	{"twitterid":"35483583"}	
user	1854	{"twitterid":"31485888"}	
user	1855	{"twitterid":"39507499"}	
user	1856	{"twitterid":"20105206"}	
user	1857	{"twitterid":"225464263"}	
user	1858	{"twitterid":"301886796"}	
user	1859	{"twitterid":"282193869"}	
user	1860	{"twitterid":"42749261"}	
user	1861	{"twitterid":"393203664"}	
user	1862	{"twitterid":"29011922"}	
user	1863	{"twitterid":"448376787"}	
user	1864	{"twitterid":"327266260"}	
user	1865	{"twitterid":"33845205"}	
user	1866	{"twitterid":"28356567"}	
user	1867	{"twitterid":"37441497"}	
user	1868	{"twitterid":"405671898"}	
user	1869	{"twitterid":"116051935"}	
user	1870	{"twitterid":"242102240"}	
user	1871	{"twitterid":"57266147"}	
user	1872	{"twitterid":"58191844"}	
user	1873	{"twitterid":"968060904"}	
user	1874	{"twitterid":"28078057"}	
user	1875	{"twitterid":"95285226"}	
user	1876	{"twitterid":"81686507"}	
user	1877	{"twitterid":"157306861"}	
user	1878	{"twitterid":"29994990"}	
user	1879	{"twitterid":"53071855"}	
user	1880	{"twitterid":"240488433"}	
user	1881	{"twitterid":"140955634"}	
user	1882	{"twitterid":"15175667"}	
user	1883	{"twitterid":"116568052"}	
user	1884	{"twitterid":"115656702"}	
user	1885	{"twitterid":"234598391"}	
user	1886	{"twitterid":"203558905"}	
user	1887	{"twitterid":"53579770"}	
user	1888	{"twitterid":"88657916"}	
user	1889	{"twitterid":"81006589"}	
user	1890	{"twitterid":"212996094"}	
user	1891	{"twitterid":"22695935"}	
user	1892	{"twitterid":"84389890"}	
user	1893	{"twitterid":"262345387"}	
user	1894	{"twitterid":"853602308"}	
user	1895	{"twitterid":"109914113"}	
user	1896	{"twitterid":"72593419"}	
user	1897	{"twitterid":"44625932"}	
user	1898	{"twitterid":"61124409"}	
user	1899	{"twitterid":"23695375"}	
user	1900	{"twitterid":"15781905"}	
user	1901	{"twitterid":"9031702"}	
user	1902	{"twitterid":"505466905"}	
user	1903	{"twitterid":"741691422"}	
user	1904	{"twitterid":"141168675"}	
user	1905	{"twitterid":"8759302"}	
user	1906	{"twitterid":"14774322"}	
user	1907	{"twitterid":"275505843"}	
user	1908	{"twitterid":"16683062"}	
user	1909	{"twitterid":"7663672"}	
user	1910	{"twitterid":"129216569"}	
user	1911	{"twitterid":"51941434"}	
user	1912	{"twitterid":"20508731"}	
user	1913	{"twitterid":"337473596"}	
user	1914	{"twitterid":"25014338"}	
user	1915	{"twitterid":"74463492"}	
user	1916	{"twitterid":"39513441"}	
user	1917	{"twitterid":"57259917"}	
user	1918	{"twitterid":"60346441"}	
user	1919	{"twitterid":"63963831"}	
user	1920	{"twitterid":"68420571"}	
user	1921	{"twitterid":"232968269"}	
user	1922	{"twitterid":"236162403"}	
user	1923	{"twitterid":"202141784"}	
user	1924	{"twitterid":"21090395"}	
user	1925	{"twitterid":"50442332"}	
user	1926	{"twitterid":"110243935"}	
user	1927	{"twitterid":"238227554"}	
user	1928	{"twitterid":"208763083"}	
user	1929	{"twitterid":"258314347"}	
user	1930	{"twitterid":"43110509"}	
user	1931	{"twitterid":"24688049"}	
user	1932	{"twitterid":"376950898"}	
user	1933	{"twitterid":"152760435"}	
user	1934	{"twitterid":"81316336"}	
user	1935	{"twitterid":"39440503"}	
user	1936	{"twitterid":"15206420"}	
user	1937	{"twitterid":"20323529"}	
user	1938	{"twitterid":"17314495"}	
user	1939	{"twitterid":"113428388"}	
user	1940	{"twitterid":"87146790"}	
user	1941	{"twitterid":"88682628"}	
user	1942	{"twitterid":"143126665"}	
user	1943	{"twitterid":"140243083"}	
user	1944	{"twitterid":"312651919"}	
user	1945	{"twitterid":"435122321"}	
user	1946	{"twitterid":"21107234"}	
user	1947	{"twitterid":"74150037"}	
user	1948	{"twitterid":"450164948"}	
user	1949	{"twitterid":"15143077"}	
user	1950	{"twitterid":"55242919"}	
user	1951	{"twitterid":"17889308"}	
user	1952	{"twitterid":"56397995"}	
user	1953	{"twitterid":"345239724"}	
user	1954	{"twitterid":"15790253"}	
user	1955	{"twitterid":"523481263"}	
user	1956	{"twitterid":"91672754"}	
user	1957	{"twitterid":"209916083"}	
user	1958	{"twitterid":"219656374"}	
user	1959	{"twitterid":"145920183"}	
user	1960	{"twitterid":"491884729"}	
user	1961	{"twitterid":"117131592"}	
user	1962	{"twitterid":"42477600"}	
user	1963	{"twitterid":"28561607"}	
user	1964	{"twitterid":"68141772"}	
user	1965	{"twitterid":"19181770"}	
user	1966	{"twitterid":"400576716"}	
user	1967	{"twitterid":"181604558"}	
user	1968	{"twitterid":"70455504"}	
user	1969	{"twitterid":"139030739"}	
user	1970	{"twitterid":"15511767"}	
user	1971	{"twitterid":"224620762"}	
user	1972	{"twitterid":"18174176"}	
user	1973	{"twitterid":"954350971"}	
user	1974	{"twitterid":"27095268"}	
user	1975	{"twitterid":"17257169"}	
user	1976	{"twitterid":"118444265"}	
user	1977	{"twitterid":"14643434"}	
user	1978	{"twitterid":"89911531"}	
user	1979	{"twitterid":"29446380"}	
user	1980	{"twitterid":"34246893"}	
user	1981	{"twitterid":"52007150"}	
user	1982	{"twitterid":"483381487"}	
user	1983	{"twitterid":"22390824"}	
user	1984	{"twitterid":"36620379"}	
user	1985	{"twitterid":"198025939"}	
user	1986	{"twitterid":"78937470"}	
user	1987	{"twitterid":"377762038"}	
user	1988	{"twitterid":"20533496"}	
user	1989	{"twitterid":"24154363"}	
user	1990	{"twitterid":"124506365"}	
user	1991	{"twitterid":"19001599"}	
user	1992	{"twitterid":"11608132"}	
user	1993	{"twitterid":"64573701"}	
user	1994	{"twitterid":"109070380"}	
user	1995	{"twitterid":"41799947"}	
user	1996	{"twitterid":"211284236"}	
user	1997	{"twitterid":"184037646"}	
user	1998	{"twitterid":"47763728"}	
user	1999	{"twitterid":"181375249"}	
user	2000	{"twitterid":"22417685"}	
user	2001	{"twitterid":"84840728"}	
user	2002	{"twitterid":"352858393"}	
user	2003	{"twitterid":"47975813"}	
user	2004	{"twitterid":"17568032"}	
user	2005	{"twitterid":"370577700"}	
user	2006	{"twitterid":"235966759"}	
user	2007	{"twitterid":"335851816"}	
user	2008	{"twitterid":"398101895"}	
user	2009	{"twitterid":"305049901"}	
user	2010	{"twitterid":"404951342"}	
user	2011	{"twitterid":"532582706"}	
user	2012	{"twitterid":"401723699"}	
user	2013	{"twitterid":"318738743"}	
user	2014	{"twitterid":"15634744"}	
user	2015	{"twitterid":"98357561"}	
user	2016	{"twitterid":"131232058"}	
user	2017	{"twitterid":"46875359"}	
user	2018	{"twitterid":"27521342"}	
user	2019	{"twitterid":"52529205"}	
user	2020	{"twitterid":"53989698"}	
user	2021	{"twitterid":"596169027"}	
user	2022	{"twitterid":"81883460"}	
user	2023	{"twitterid":"571961671"}	
user	2024	{"twitterid":"59543882"}	
user	2025	{"twitterid":"29659467"}	
user	2026	{"twitterid":"566153550"}	
user	2027	{"twitterid":"81170767"}	
user	2028	{"twitterid":"330248529"}	
user	2029	{"twitterid":"30715459"}	
user	2030	{"twitterid":"35729747"}	
user	2031	{"twitterid":"55750998"}	
user	2032	{"twitterid":"56168794"}	
user	2033	{"twitterid":"404697435"}	
user	2034	{"twitterid":"22073692"}	
user	2035	{"twitterid":"16372062"}	
user	2036	{"twitterid":"78434657"}	
user	2037	{"twitterid":"41161061"}	
user	2038	{"twitterid":"282216577"}	
user	2039	{"twitterid":"254980463"}	
user	2040	{"twitterid":"386249072"}	
user	2041	{"twitterid":"217018738"}	
user	2042	{"twitterid":"96858674"}	
user	2043	{"twitterid":"180077528"}	
user	2044	{"twitterid":"774519"}	
user	2045	{"twitterid":"18002297"}	
user	2046	{"twitterid":"289567105"}	
user	2047	{"twitterid":"49967490"}	
user	2048	{"twitterid":"195900849"}	
